,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tw,reply,length
6660,8678,30848,30848,30848,30848,30848,30848,31174,1015,1431379747607617542,1431379747607617542,1630102500000.0,2021-08-27 18:15:00,-400,,"Happy Friday, all!  #FridayFeeling #fridaynight #Goodtimes  https://t.co/kbopQ6PYMk",en,"['fridayfeeling', 'fridaynight', 'goodtimes']",[],990750477233995776,990750477233995776,TalAndRu,Tal & Ru Travels,5,18,https://twitter.com/TalAndRu/status/1431379747607617542,[],['https://pbs.twimg.com/tweet_video_thumb/E9qhQE3WEAUnMUF.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9qhQE3WEAUnMUF.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"Happy Friday, all! FridayFeeling fridaynight Goodtimes",False,6
2929,4947,19009,19009,19009,19009,19009,19009,19224,1135,1431287826231054336,1431287167117111297,1630080584000.0,2021-08-27 12:09:44,-400,,@FridayInCanada Livestream where I drag a JG “mystery” novel  https://t.co/lI5DTAOVEK,en,[],[],1235028431638798337,1235028431638798337,4ourlant3rns,L,5,12,https://twitter.com/4ourlant3rns/status/1431287826231054336,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0sD7XEAIKoPl.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0sD7XEAIKoPl.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'FridayInCanada', 'name': 'FridayInCanada', 'id': '1072106388728496128'}]",,,,,Livestream where I drag a JG “mystery” novel,True,8
6537,8555,30360,30360,30360,30360,30360,30360,30682,523,1431379802280316935,1431379802280316935,1630102513000.0,2021-08-27 18:15:13,-400,,"me, walking home avoiding my own reflection after watching #Candyman  https://t.co/urtTZ4Ktr1",en,['candyman'],[],319334173,319334173,rossxarkley,ross,5,18,https://twitter.com/rossxarkley/status/1431379802280316935,[],['https://pbs.twimg.com/tweet_video_thumb/E91IVozX0AEeJAF.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91IVozX0AEeJAF.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"me, walking home avoiding my own reflection after watching Candyman",False,10
1877,3895,15641,15641,15641,15641,15641,15641,15815,1753,1431266919701626880,1431266919701626880,1630075599000.0,2021-08-27 10:46:39,-400,,bts butter ft. megan thee stallion  🍓streaming thread 🍓 &gt; yt &amp; spotify &lt;  https://t.co/J6IuzDMNLL,en,[],[],1211310358297604097,1211310358297604097,jeon_eloi,eloi⁷✙ 🍓 streaming,5,10,https://twitter.com/jeon_eloi/status/1431266919701626880,[],['https://pbs.twimg.com/tweet_video_thumb/E9zhrKIUUAgVyMS.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zhrKIUUAgVyMS.jpg,False,0,1,0,,.gif,,,,,,,[],,,,,bts butter ft. megan thee stallion 🍓streaming thread 🍓 &gt; yt &amp; spotify &lt;,False,14
7732,9750,34218,34218,34218,34218,34218,34218,34566,405,1431416749627527171,1431415803841290246,1630111322000.0,2021-08-27 20:42:02,-400,,"@david_pangle “Mommmmm! Cardano’s going up again! Make it stop, Mom!”  “I’m sorry sweetie. How about some hot pockets?”  https://t.co/M378VecjQU",en,[],[],63967251,63967251,timberowl,Timberowl,5,20,https://twitter.com/timberowl/status/1431416749627527171,[],['https://pbs.twimg.com/tweet_video_thumb/E91p8aFXsAAnpB1.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91p8aFXsAAnpB1.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'david_pangle', 'name': 'David Pangle', 'id': '1226279370119090183'}]",,,,," pangle “Mommmmm! Cardano’s going up again! Make it stop, Mom!” “I’m sorry sweetie. How about some hot pockets?”",True,18
6869,8887,31545,31545,31545,31545,31545,31545,31877,1718,1431379670726025222,1431289918341406726,1630102481000.0,2021-08-27 18:14:41,-400,,@PridefuISin You saying I should start this?  https://t.co/SynsY8nKnL,en,[],[],1352358512786075652,1352358512786075652,astrotorino,ًFaZe Theo ,5,18,https://twitter.com/astrotorino/status/1431379670726025222,[],['https://pbs.twimg.com/tweet_video_thumb/E91IOM4WUAAT3-t.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91IOM4WUAAT3-t.jpg,False,0,1,0,,.gif,,,,,,,"[{'screen_name': 'PridefuISin', 'name': 'Pride ♧', 'id': '967148488835428353'}]",,,,,You saying I should start this?,True,6
4981,6999,25571,25571,25571,25571,25571,25571,25849,1718,1431338243518308354,1431336430081544194,1630092604000.0,2021-08-27 15:30:04,-400,,@MillsTwitch @MLBTheShow Wow that’s pretty cool as a start  https://t.co/hYdIwdqJbH,en,[],[],292569379,292569379,bigstupid21,Brian,5,15,https://twitter.com/bigstupid21/status/1431338243518308354,[],['https://pbs.twimg.com/tweet_video_thumb/E90ii1RWUAAB5-m.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ii1RWUAAB5-m.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'MillsTwitch', 'name': 'Mills', 'id': '18827576'}, {'screen_name': 'MLBTheShow', 'name': 'MLB The Show', 'id': '803075100'}]",,,,,Wow that’s pretty cool as a start,True,7
11536,13554,46274,46274,46274,46274,46274,46274,46744,526,1431499316082864128,1431446406842118150,1630131007000.0,2021-08-28 02:10:07,-400,,@Kiwipally @K08110054 @bethjon63318064 @actionstation @millihill Same. Likewise  https://t.co/3evKZI1E8b,en,[],[],320435464,320435464,fort_sarah,Sarah Fort,6,2,https://twitter.com/fort_sarah/status/1431499316082864128,[],['https://pbs.twimg.com/tweet_video_thumb/E921CJtUUAgQNJs.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E921CJtUUAgQNJs.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Kiwipally', 'name': 'MJones', 'id': '187816312'}, {'screen_name': 'K08110054', 'name': 'Robert', 'id': '1163365482436517889'}, {'screen_name': 'bethjon63318064', 'name': 'Jim', 'id': '1106047188105228288'}, {'screen_name': 'actionstation', 'name': 'ActionStation', 'id': '589621306'}, {'screen_name': 'millihill', 'name': 'Milli Hill', 'id': '117873637'}]",,,,,Same. Likewise,True,2
12503,14521,49506,49506,49506,49506,49506,49506,50016,1797,1431516369384660992,1431497850932760581,1630135073000.0,2021-08-28 03:17:53,-400,,@slinkywhat HAPPY BIRTHDAY BB AND WELCOME! 🥰  https://t.co/gmLPWmcG5n,en,[],[],70846895,70846895,KrisSolberg,Kris Solberg,6,3,https://twitter.com/KrisSolberg/status/1431516369384660992,[],['https://pbs.twimg.com/tweet_video_thumb/E93EjGjVUAA23-q.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E93EjGjVUAA23-q.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'slinkywhat', 'name': 'Niki Hale', 'id': '69101979'}]",,,,,HAPPY BIRTHDAY BB AND WELCOME! 🥰,True,6
174,2192,9672,9672,9672,9672,9672,9672,9777,1734,1431208652472455169,1431208652472455169,1630061707000.0,2021-08-27 06:55:07,-400,,Me watching Relationship Memes on Snapchat 😭  https://t.co/2FKeqZx03b,en,[],[],1174478083,1174478083,firi_the_cat,Bad & Burji,5,6,https://twitter.com/firi_the_cat/status/1431208652472455169,[],['https://pbs.twimg.com/tweet_video_thumb/E9ysrieXoAEOszw.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ysrieXoAEOszw.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Me watching Relationship Memes on Snapchat 😭,False,7
3973,5991,22476,22476,22476,22476,22476,22476,22723,605,1431319510645153798,1431286285407330305,1630088138000.0,2021-08-27 14:15:38,-400,,@wesleybero Beeeeeeeeeeeest!😁  https://t.co/K6tz3S83Nn,en,[],[],1243163359110987776,1243163359110987776,busrateker4,Busra,5,14,https://twitter.com/busrateker4/status/1431319510645153798,[],['https://pbs.twimg.com/tweet_video_thumb/E90Rf3DXEAEzfiO.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90Rf3DXEAEzfiO.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'wesleybero', 'name': 'BEŔO🇵🇹', 'id': '1033408659315941376'}]",,,,,Beeeeeeeeeeeest!😁,True,1
11018,13036,44705,44705,44705,44705,44705,44705,45157,953,1431481679814688772,1431349278774075395,1630126802000.0,2021-08-28 01:00:02,-400,,@haremsnft @Arovien1 @ChewieWoolf   Fire hot project don't sleep on it! ;)  https://t.co/s3fU6D2ZUv,en,[],[],1159639458800553984,1159639458800553984,topshotblazers,blazers,6,1,https://twitter.com/topshotblazers/status/1431481679814688772,[],['https://pbs.twimg.com/tweet_video_thumb/E92k_0hVkAEroz-.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92k_0hVkAEroz-.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'haremsnft', 'name': 'Harems.io NFTs', 'id': '1418315073517404160'}]",,,,,Fire hot project don't sleep on it! ;),True,8
8806,10824,37602,37602,37602,37602,37602,37602,37991,1816,1431434906920312837,1431434906920312837,1630115651000.0,2021-08-27 21:54:11,-400,,meron ba dito may tumblr na GB-themed? 🙈 browsing my notes on my phone and i forgot i copy pasted some ss from the GBTM trailer. Iba rin layout pag spread out sya like this. You see all the beautiful frames in all its glory. i need caireel/GB photo gif sets in my life please 🙏🏼  https://t.co/fYODGZzk8o,en,[],[],2900778834,2900778834,crazymothanevah,ᎷᏗᏒᎴᏠᎩᏋᏖ ✨ D-DAY ⏯🎦 GAMEBOYSTHEMOVIE 7.30,5,21,https://twitter.com/crazymothanevah/status/1431434906920312837,[],['https://pbs.twimg.com/media/E916dFSVgAQusFi.jpg'],1,https://pbs.twimg.com/media/E916dFSVgAQusFi.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,meron ba dito may tumblr na GB-themed? 🙈 browsing my notes on my phone and i forgot i copy pasted some ss from the GBTM trailer. Iba rin layout pag spread out sya like this. You see all the beautiful frames in all its glory. i need caireel/GB photo gif sets in my life please 🙏🏼,False,56
2383,4401,17343,17343,17343,17343,17343,17343,17546,1470,1431270946686517258,1431270946686517258,1630076560000.0,2021-08-27 11:02:40,-400,,I been praying on my manager’s downfall and now my coworker told me my other coworker called corporate on her and she complained to my other manager about her is it finally happening??  https://t.co/8fKtLCsndZ,en,[],[],733577016,733577016,yeoIniceskrt,𝕪𝕒𝕤𝕞𝕚𝕟𝕖 ʕ•ᴥ•ʔ ☆彡,5,11,https://twitter.com/yeoIniceskrt/status/1431270946686517258,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlVktXEAMuERc.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlVktXEAMuERc.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,I been praying on my manager’s downfall and now my coworker told me my other coworker called corporate on her and she complained to my other manager about her is it finally happening??,False,33
11819,13837,47132,47132,47132,47132,47132,47132,47608,1390,1431499139653636098,1431497139859824645,1630130965000.0,2021-08-28 02:09:25,-400,,@abditoryoongi send him flying into the trash can before he could even look their way  https://t.co/7iBHRdTrW5,en,[],[],1278133755811704832,1278133755811704832,vanteluxes,sam,6,2,https://twitter.com/vanteluxes/status/1431499139653636098,[],['https://pbs.twimg.com/tweet_video_thumb/E92038iVUAIX_QE.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92038iVUAIX_QE.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'abditoryoongi', 'name': 'wawa 🏴', 'id': '1245029984151859205'}]",,,,,send him flying into the trash can before he could even look their way,True,14
7442,9460,33388,33388,33388,33388,33388,33388,33732,1571,1431403789806940162,1431292527727058946,1630108232000.0,2021-08-27 19:50:32,-400,,@JUPITERMOVESME @BTS_twt Explain please  https://t.co/sdUS7J6855,en,[],[],1420359897095544835,1420359897095544835,tbsljmvibez,Ximena,5,19,https://twitter.com/tbsljmvibez/status/1431403789806940162,[],['https://pbs.twimg.com/tweet_video_thumb/E91eKClXoAAB_IM.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eKClXoAAB_IM.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'JUPITERMOVESME', 'name': 'EMPRESS SIN ALYSS', 'id': '30995957'}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': '335141638'}]",,,,, twt Explain please,True,3
6357,8375,29759,29759,29759,29759,29759,29759,30073,1917,1431373620908105732,1431352694908891137,1630101039000.0,2021-08-27 17:50:39,-400,,"@ElizabethGChang The year of the Taliban, sweetheart.  https://t.co/4EFKD7SV3e",en,[],[],1297156934215368704,1297156934215368704,CPEStevenson,Phil Stevenson,5,17,https://twitter.com/CPEStevenson/status/1431373620908105732,[],['https://pbs.twimg.com/tweet_video_thumb/E91CtrCXsAQcgRy.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91CtrCXsAQcgRy.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'ElizabethGChang', 'name': 'Elizabeth Chang', 'id': '38189413'}]",,,,,"The year of the Taliban, sweetheart.",True,6
3829,5847,21989,21989,21989,21989,21989,21989,22231,113,1431319560112779268,1431319560112779268,1630088150000.0,2021-08-27 14:15:50,-400,,theres rly nothing to do  https://t.co/PHbHJb6bsP,en,[],[],747085947876085760,747085947876085760,s78134,silv,5,14,https://twitter.com/s78134/status/1431319560112779268,[],['https://pbs.twimg.com/tweet_video_thumb/E90RjELWUAUAWgZ.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90RjELWUAUAWgZ.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,theres rly nothing to do,False,5
11984,14002,47615,47615,47615,47615,47615,47615,48099,1881,1431499021164548096,1431232706281721858,1630130937000.0,2021-08-28 02:08:57,-400,,"@ifyouseekdavy In both, you look:  https://t.co/otB20psoKv",en,[],[],22869684,22869684,mariahsno1fan,MariahsNo1Fan,6,2,https://twitter.com/mariahsno1fan/status/1431499021164548096,[],['https://pbs.twimg.com/tweet_video_thumb/E920xMJX0AIvebU.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E920xMJX0AIvebU.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'ifyouseekdavy', 'name': 'davy \U0001f9ad', 'id': '2728578701'}]",,,,,"In both, you look:",True,4
4759,6777,24921,24921,24921,24921,24921,24921,25194,1063,1431338311755309057,1431338311755309057,1630092621000.0,2021-08-27 15:30:21,-400,,.@SelenaGomez latest Spanish releases their first day on YouTube.  #1. De Una Vez — 10.1M #2. Baila Conmigo — 7.9M #3. 999 — 2.5M (19 hours) #4. Selfish Love — 2.2M  https://t.co/Cr4ZhoahqH,en,[],[],1284351009490272256,1284351009490272256,SeIenaGomezData,Selena Gomez Data,5,15,https://twitter.com/SeIenaGomezData/status/1431338311755309057,[],['https://pbs.twimg.com/tweet_video_thumb/E90ifptUUAAGxyu.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ifptUUAAGxyu.jpg,False,12,2,5,,.gif,,,,,,,[],,,,,. latest Spanish releases their first day on YouTube. 1. De Una Vez — 10.1M 2. Baila Conmigo — 7.9M 3. 999 — 2.5M (19 hours) 4. Selfish Love — 2.2M,False,31
3858,5876,22076,22076,22076,22076,22076,22076,22319,201,1431319551665397761,1402307649761431552,1630088148000.0,2021-08-27 14:15:48,-400,,@BatfleckBeyond @DavidAyerMovies these ur people? Is this who we are?  https://t.co/KQDXyUcnyo,en,[],[],1979594028,1979594028,ouchmyboob,lleh 🖤🐈‍⬛,5,14,https://twitter.com/ouchmyboob/status/1431319551665397761,[],['https://pbs.twimg.com/tweet_video_thumb/E90RiygX0AMpwCu.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90RiygX0AMpwCu.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'BatfleckBeyond', 'name': 'Ayer Cut ❁', 'id': '1228115138231750656'}]",,,,,these ur people? Is this who we are?,True,8
9848,11866,40959,40959,40959,40959,40959,40959,41367,1175,1431457062937153540,1431457062937153540,1630120933000.0,2021-08-27 23:22:13,-400,,9/37 at depauls gaming league tonight! Lost to @Cooki_Armads and sweat god @BobbyTime_ . SD’d against Bobby but that’s okay :) it was really nice to be back at school and see everyone again can’t wait for everything to start back up GGs all :)  https://t.co/ZBbvSTiuU9,en,[],[],2292050833,2292050833,Lukiilegacy,DPU Legacy,5,23,https://twitter.com/Lukiilegacy/status/1431457062937153540,[],['https://pbs.twimg.com/tweet_video_thumb/E92Om9tXoAEn65L.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92Om9tXoAEn65L.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,9/37 at depauls gaming league tonight! Lost to  Armads and sweat god   . SD’d against Bobby but that’s okay :) it was really nice to be back at school and see everyone again can’t wait for everything to start back up GGs all :),False,44
6981,8999,31924,31924,31924,31924,31924,31924,32258,97,1431403974268051456,1431387835286831108,1630108276000.0,2021-08-27 19:51:16,-400,,@PeasantXIV @Kaneryyy It’ll be worth it when ultimate is fantastic in 6.1… I hope  https://t.co/oahn05L6cf,en,[],[],1385335345953214465,1385335345953214465,KipIingg,Kipling,5,19,https://twitter.com/KipIingg/status/1431403974268051456,[],['https://pbs.twimg.com/tweet_video_thumb/E91eU2kVkAMyoNH.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eU2kVkAMyoNH.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'PeasantXIV', 'name': '🍁Brian🍁', 'id': '835332347188948992'}, {'screen_name': 'Kaneryyy', 'name': 'Seo', 'id': '811784765879816196'}]",,,,,It’ll be worth it when ultimate is fantastic in 6.1… I hope,True,12
5307,7325,26592,26592,26592,26592,26592,26592,26876,733,1431354930632146944,1431285403156373506,1630096583000.0,2021-08-27 16:36:23,-400,,@joysrosies @dirtyydian ngl this made me a little emotional  https://t.co/auzpUmtEJc,en,[],[],1046803969052495873,1046803969052495873,destielcore,rin⁷♡,5,16,https://twitter.com/destielcore/status/1431354930632146944,[],['https://pbs.twimg.com/tweet_video_thumb/E90xt1TVkAEZ2iD.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90xt1TVkAEZ2iD.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'joysrosies', 'name': 'saretta', 'id': '955827237672177664'}, {'screen_name': 'dirtyydian', 'name': 'diana', 'id': '1252351231344902144'}]",,,,,ngl this made me a little emotional,True,7
6956,8974,31873,31873,31873,31873,31873,31873,32207,46,1431403982635757576,1431403516682072065,1630108278000.0,2021-08-27 19:51:18,-400,,@FUCKOFFred Of course why not? 😕😭  https://t.co/VCwhidN8cG,en,[],[],387208498,387208498,d1nar0,Plein De Vie,5,19,https://twitter.com/d1nar0/status/1431403982635757576,[],['https://pbs.twimg.com/tweet_video_thumb/E91eU6TUYAIqcHW.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eU6TUYAIqcHW.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'FUCKOFFred', 'name': 'Red', 'id': '337248298'}]",,,,,Of course why not? 😕😭,True,5
5732,7750,27860,27860,27860,27860,27860,27860,28159,3,1431373857009635328,1431366622023979012,1630101095000.0,2021-08-27 17:51:35,-400,,@Kokomothegreat In every life there are hills and valleys. The hills really suck. Hope you get into a nice valley  soon. ❤️  https://t.co/a38qV1EHEc,en,[],[],246457424,246457424,jrwebber16,Jr(Get Vaccinated)Webber,5,17,https://twitter.com/jrwebber16/status/1431373857009635328,[],['https://pbs.twimg.com/tweet_video_thumb/E91C7uYVQAALTbb.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91C7uYVQAALTbb.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Kokomothegreat', 'name': '💙 Koko ✊🏻✊🏽✊🏿💙', 'id': '881336677138128897'}]",,,,,In every life there are hills and valleys. The hills really suck. Hope you get into a nice valley soon. ❤️,True,21
4248,6266,23363,23363,23363,23363,23363,23363,23615,1497,1431319422669627394,1431319422669627394,1630088117000.0,2021-08-27 14:15:17,-400,,i love this game so much already #SaintsRow  https://t.co/xsmWwpaxOS,en,['saintsrow'],[],1279534164623187969,1279534164623187969,eloquentire,An Eloquent Attempt at Ire,5,14,https://twitter.com/eloquentire/status/1431319422669627394,[],['https://pbs.twimg.com/tweet_video_thumb/E90RbQwWYAA9otq.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90RbQwWYAA9otq.jpg,False,1,0,0,https://twitter.com/PsychoEnigmaYT/status/1431273144287956995,.gif,,,,,,,[],,,,,i love this game so much already SaintsRow,False,8
11268,13286,45425,45425,45425,45425,45425,45425,45886,1682,1431481541968859136,1431420668009062403,1630126769000.0,2021-08-28 00:59:29,-400,,@slikkepindd Alpha males don't wear spenders  https://t.co/EgKIyQ3TbA,en,[],[],1339112490,1339112490,FahmeeAziz,fahminisme,6,0,https://twitter.com/FahmeeAziz/status/1431481541968859136,[],['https://pbs.twimg.com/tweet_video_thumb/E92k3ssVIAQ6B2L.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92k3ssVIAQ6B2L.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'slikkepindd', 'name': 'aisya 🏴', 'id': '946865012278042624'}]",,,,,Alpha males don't wear spenders,True,5
402,2420,10482,10482,10482,10482,10482,10482,10595,545,1431231307443539969,1431231307443539969,1630067109000.0,2021-08-27 08:25:09,-400,,What in the Gamestop?  https://t.co/8aCghFmEfV,en,[],[],1384029263490281476,1384029263490281476,DanteVsEvery1,DanteVsEvery1,5,8,https://twitter.com/DanteVsEvery1/status/1431231307443539969,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBSQmWUAMWnlb.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBSQmWUAMWnlb.jpg,False,0,0,0,https://twitter.com/PlayStation/status/1430893176953327619,.gif,,,,,,,[],,,,,What in the Gamestop?,False,4
9382,11400,39447,39447,39447,39447,39447,39447,39844,1669,1431449760389472256,1431449760389472256,1630119192000.0,2021-08-27 22:53:12,-400,,Chile Bette love fckn somebody while she thinking about somebody else 😩  #TheLWordGenerationQ #thelwordgenq  https://t.co/vaokWh67Da,en,"['thelwordgenerationq', 'thelwordgenq']",[],4446406152,4446406152,bnicole322,B.,5,22,https://twitter.com/bnicole322/status/1431449760389472256,[],['https://pbs.twimg.com/tweet_video_thumb/E92H9-SVgAEoxMh.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92H9-SVgAEoxMh.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Chile Bette love fckn somebody while she thinking about somebody else 😩 TheLWordGenerationQ thelwordgenq,False,14
6046,8064,28861,28861,28861,28861,28861,28861,29169,1013,1431373731117502464,1431301516128923648,1630101065000.0,2021-08-27 17:51:05,-400,,@Emilinalala Tell her too  https://t.co/zj9isc2lRh,en,[],[],1414388131789348865,1414388131789348865,Beccatheboss1,Beccatheboss/vaxxed and proud🤟❤️,5,17,https://twitter.com/Beccatheboss1/status/1431373731117502464,[],['https://pbs.twimg.com/tweet_video_thumb/E91C0X8VEAA4B5s.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91C0X8VEAA4B5s.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Emilinalala', 'name': 'Catz Meow is vaxxed! 🗝', 'id': '2381376859'}]",,,,,Tell her too,True,3
6324,8342,29673,29673,29673,29673,29673,29673,29987,1831,1431373631406358532,1431315619882876929,1630101042000.0,2021-08-27 17:50:42,-400,,@AaronLewisPrice @WarnerArchive @warnerbros @hbomax @SupermanIV @MrJonCryer @MarkPillowNM @MantleClive @MarielHemingway Signed. Good luck Sir.  https://t.co/CnRo9zStQB,en,[],[],269776788,269776788,murrie_alan,Alan Murrie,5,17,https://twitter.com/murrie_alan/status/1431373631406358532,[],['https://pbs.twimg.com/tweet_video_thumb/E91CuicWQAAQrBt.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91CuicWQAAQrBt.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'AaronLewisPrice', 'name': 'Aaron Price', 'id': '46125855'}, {'screen_name': 'WarnerArchive', 'name': 'Warner Archive', 'id': '119551241'}, {'screen_name': 'warnerbros', 'name': 'Warner Bros.', 'id': '23560015'}, {'screen_name': 'hbomax', 'name': 'HBO Max', 'id': '89090040'}, {'screen_name': 'SupermanIV', 'name': 'Superman IV #ReleasetheFurieCut', 'id': '1267586475941642241'}, {'screen_name': 'MrJonCryer', 'name': 'Jon Cryer', 'id': '413274241'}, {'screen_name': 'MarkPillowNM', 'name': 'Mark Pillow', 'id': '385738120'}, {'screen_name': 'MantleClive', 'name': 'Clive Mantle', 'id': '1019608990337118209'}, {'screen_name': 'MarielHemingway', 'name': 'Mariel Hemingway', 'id': '20086998'}]",,,,,Signed. Good luck Sir.,True,4
5927,7945,28503,28503,28503,28503,28503,28503,28810,654,1431373772624441344,1431313324092936193,1630101075000.0,2021-08-27 17:51:15,-400,,@AmbreenPTI1 Chacha biden be like 😀😀  https://t.co/ngNnJY0yOi,en,[],[],628752375,628752375,waqasfaroooq,Waqas,5,17,https://twitter.com/waqasfaroooq/status/1431373772624441344,[],['https://pbs.twimg.com/tweet_video_thumb/E91C2xkXMAwBKLp.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91C2xkXMAwBKLp.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'AmbreenPTI1', 'name': 'Ambreen PTI', 'id': '976453096388907008'}]",,,,,Chacha biden be like 😀😀,True,5
10079,12097,41677,41677,41677,41677,41677,41677,42092,1900,1431456966124048384,1431381412305727488,1630120910000.0,2021-08-27 23:21:50,-400,,@ksjwaifu Thank youuu babe! 😍🥰  https://t.co/61ctLj5B07,en,[],[],1065096319797084160,1065096319797084160,svtwonujjang,imaaa ☁,5,23,https://twitter.com/svtwonujjang/status/1431456966124048384,[],['https://pbs.twimg.com/tweet_video_thumb/E92OhHhUcAEablz.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92OhHhUcAEablz.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'ksjwaifu', 'name': 'nab✨', 'id': '1454487025'}]",,,,,Thank youuu babe! 😍🥰,True,4
193,2211,9714,9714,9714,9714,9714,9714,9819,1776,1431208647003148291,1431142890995126272,1630061706000.0,2021-08-27 06:55:06,-400,,@NoContextHumour Bank Holiday Guy Fawkes Night / Week / Fortnight / Month Halloween Thanksgiving (over the pond) Lent International Talk Like a Pirate Day Advent St Nicholas ....... Fill in the blanks I'll start..... NoContextHumour 🤔😂😂😂  https://t.co/DgRYZKWfEH,en,[],[],967385245405376513,967385245405376513,_Dave_R,🏆 💙💛 Dave Reynolds 💙 💛 🏆,5,6,https://twitter.com/_Dave_R/status/1431208647003148291,[],['https://pbs.twimg.com/tweet_video_thumb/E9ysq1SXoAArCd5.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9ysq1SXoAArCd5.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'NoContextHumour', 'name': 'No Context Humour 🅙', 'id': '1184201753044094976'}]",,,,,Bank Holiday Guy Fawkes Night / Week / Fortnight / Month Halloween Thanksgiving (over the pond) Lent International Talk Like a Pirate Day Advent St Nicholas ....... Fill in the blanks I'll start..... NoContextHumour 🤔😂😂😂,True,35
