,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tw,reply,length
8999,11017,38208,38208,38208,38208,38208,38208,38599,424,1431449924202209284,1431449924202209284,1630119231000.0,2021-08-27 22:53:51,-400,,"Playing more Hunt: Showdown in prep for tonights friendly tournament.   Day 3 of event ""Light the Shadow""    https://t.co/oLTWAq7vSZ  https://t.co/dMIiBwx3MK",en,[],[],67945485,67945485,ThundermaceAus,Thundermace 🌩,5,22,https://twitter.com/ThundermaceAus/status/1431449924202209284,['https://www.twitch.tv/thundermaceaus'],['https://pbs.twimg.com/tweet_video_thumb/E92IHKHUUAAfeiz.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92IHKHUUAAfeiz.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"Playing more Hunt: Showdown in prep for tonights friendly tournament. Day 3 of event ""Light the Shadow""",False,17
8167,10185,35522,35522,35522,35522,35522,35522,35886,1725,1431416578491494401,1431416578491494401,1630111281000.0,2021-08-27 20:41:21,-400,,"Man United is winning 🏆 everything, another ballon for for ronaldo  https://t.co/fF1i5PSYNG",en,[],[],1431286071543877640,1431286071543877640,Worldlegend77,Augustine Kwarteng,5,20,https://twitter.com/Worldlegend77/status/1431416578491494401,[],['https://pbs.twimg.com/tweet_video_thumb/E91px6dXsAk7nh7.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91px6dXsAk7nh7.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,"Man United is winning 🏆 everything, another ballon for for ronaldo",False,11
7049,9067,32153,32153,32153,32153,32153,32153,32487,326,1431403942341132297,1431403942341132297,1630108268000.0,2021-08-27 19:51:08,-400,,✨Reading Sprint✨Read for 45 Minutes.  What have you been doing all day?  I actually was playing my Sims 4  https://t.co/96XU3nWOaw,en,[],[],886582019437867009,886582019437867009,readathin,Read-a-thin,5,19,https://twitter.com/readathin/status/1431403942341132297,[],['https://pbs.twimg.com/tweet_video_thumb/E91eS0jWYAAu6hL.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eS0jWYAAu6hL.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,✨Reading Sprint✨Read for 45 Minutes. What have you been doing all day? I actually was playing my Sims 4,False,19
1202,3220,13367,13367,13367,13367,13367,13367,13515,1458,1431244536064270340,1431244536064270340,1630070263000.0,2021-08-27 09:17:43,-400,,New YouTube post!!! @BandJannabi  https://t.co/1kZNFkZMdw,en,[],[],990885220810309632,990885220810309632,Mizukithepotato,MIZUKI (美月)🌙,5,9,https://twitter.com/Mizukithepotato/status/1431244536064270340,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNTtgUYAQLRe6.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNTtgUYAQLRe6.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,New YouTube post!!!,False,3
8376,10394,36155,36155,36155,36155,36155,36155,36525,350,1431435094917591044,1431435094917591044,1630115696000.0,2021-08-27 21:54:56,-400,,She is 63  https://t.co/MILyjGTE25,en,[],[],1066461778555502592,1066461778555502592,chicsol1,Dubbya JS,5,21,https://twitter.com/chicsol1/status/1431435094917591044,[],['https://pbs.twimg.com/tweet_video_thumb/E916oSWWEAoy9jN.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E916oSWWEAoy9jN.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,She is 63,False,3
3414,5432,20610,20610,20610,20610,20610,20610,20842,735,1431307691255795712,1431298728988663809,1630085320000.0,2021-08-27 13:28:40,-400,,@VocalPineapples My time has finally come.  https://t.co/t1Oq1tc84P,en,[],[],88793904,88793904,Sky_DragonX,Marshall Miles The Dude of Dudes 😎🌎👌,5,13,https://twitter.com/Sky_DragonX/status/1431307691255795712,[],['https://pbs.twimg.com/tweet_video_thumb/E90GwXmWEAIfGwU.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90GwXmWEAIfGwU.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'VocalPineapples', 'name': '🍍', 'id': '1392714160983654402'}]",,,,,My time has finally come.,True,5
2808,4826,18643,18643,18643,18643,18643,18643,18858,769,1431287852252360708,1430274266122100741,1630080590000.0,2021-08-27 12:09:50,-400,,@AdamKinzinger Looks more like one of Joel Greenberg’s many Venmo receipts that will come back to bite.    Whoops!  Just ANOTHER fine mess …  https://t.co/Z10DnjhFTa,en,[],[],1261826714423799808,1261826714423799808,KarenNi07347859,Karen Nicholson,5,12,https://twitter.com/KarenNi07347859/status/1431287852252360708,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0tnCVEAEGgDZ.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0tnCVEAEGgDZ.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'AdamKinzinger', 'name': 'Adam Kinzinger', 'id': '18004222'}]",,,,,Looks more like one of Joel Greenberg’s many Venmo receipts that will come back to bite. Whoops! Just ANOTHER fine mess …,True,22
7401,9419,33269,33269,33269,33269,33269,33269,33610,1449,1431403804780544001,1431403804780544001,1630108235000.0,2021-08-27 19:50:35,-400,,Nah cuz some girls cant sing and when a judge points it out yall get mad like  https://t.co/fxGFU5QtmP,en,[],[],1425684154528718848,1425684154528718848,yurinagfs,YUYU💗,5,19,https://twitter.com/yurinagfs/status/1431403804780544001,[],['https://pbs.twimg.com/tweet_video_thumb/E91eK-dWYAEq0Xi.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91eK-dWYAEq0Xi.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Nah cuz some girls cant sing and when a judge points it out yall get mad like,False,17
489,2507,10791,10791,10791,10791,10791,10791,10907,857,1431231269333975046,1431231269333975046,1630067100000.0,2021-08-27 08:25:00,-400,,Make sure to SUBSCRIBE to all #BLACKPINK Youtube channels BLINKs.   💫Lilifilm Official 🔗  https://t.co/eQYXBfH3Vm  💫Jennierubyjane Official 🔗  https://t.co/lSZ7sHNOj4  💫ROSÉ OFFICIAL 🔗  https://t.co/8hzJdGoHre  💫@BLACKPINK  🔗  https://t.co/yzMMnLXfdq  https://t.co/AX0VQyLn7J,en,['blackpink'],[],2613511795,2613511795,BLACKPINKGLOBAL,BLΛCKPIИK GLOBAL,5,8,https://twitter.com/BLACKPINKGLOBAL/status/1431231269333975046,"['http://youtube.com/channel/UC35HKvKYPkri4Grd5KXl3wQ', 'http://youtube.com/channel/UCNYi_zGmR519r5gYdOKLTjQ', 'https://youtube.com/channel/UCBo1hnzxV9rz3WVsv__Rn1g', 'http://youtube.com/channel/UCOmHUn--16B90oW2L6FRR3A']",['https://pbs.twimg.com/tweet_video_thumb/E9YiqcRUcAUOfWp.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9YiqcRUcAUOfWp.jpg,False,11,0,3,,.gif,,,,,,,[],,,,,Make sure to SUBSCRIBE to all BLACKPINK Youtube channels BLINKs. 💫Lilifilm Official 🔗 💫Jennierubyjane Official 🔗 💫ROSÉ OFFICIAL 🔗 💫 🔗,False,21
5198,7216,26228,26228,26228,26228,26228,26228,26511,368,1431354972738834433,1431354972738834433,1630096593000.0,2021-08-27 16:36:33,-400,,"Lol I have college tomorrow on Saturday as well! 😫😖  Anyways, goodnight!  https://t.co/BzFRwGjssN",en,[],[],1430425274156474371,1430425274156474371,SW_gal21,Ani Skywalker 🚀🌌,5,16,https://twitter.com/SW_gal21/status/1431354972738834433,[],['https://pbs.twimg.com/tweet_video_thumb/E90xwYlXEAAJla4.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90xwYlXEAAJla4.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"Lol I have college tomorrow on Saturday as well! 😫😖 Anyways, goodnight!",False,12
4483,6501,24050,24050,24050,24050,24050,24050,24313,182,1431338407351885825,1431338407351885825,1630092643000.0,2021-08-27 15:30:43,-400,,Imissyou #JINJIN @offclASTRO  https://t.co/jbKBvIDUdg,en,['jinjin'],[],1306905052825575425,1306905052825575425,RohaLuna,JINJIN CUTIEE 🐶,5,15,https://twitter.com/RohaLuna/status/1431338407351885825,[],['https://pbs.twimg.com/tweet_video_thumb/E90ir_sUYAAtMFz.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ir_sUYAAtMFz.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Imissyou JINJIN,False,2
7638,9656,33952,33952,33952,33952,33952,33952,34298,137,1431416783731261441,1431416783731261441,1630111330000.0,2021-08-27 20:42:10,-400,,"At the end of my day, I stand up, push in my desk chair, turn around, and ...  https://t.co/ipO1axhOEE",en,[],[],129655090,129655090,anotheruiguy,59% of WA fully vaxed; get your shot,5,20,https://twitter.com/anotheruiguy/status/1431416783731261441,[],['https://pbs.twimg.com/tweet_video_thumb/E91p-ZiVkAArP4w.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91p-ZiVkAArP4w.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"At the end of my day, I stand up, push in my desk chair, turn around, and ...",False,18
973,2991,12631,12631,12631,12631,12631,12631,12772,715,1431244622848671747,1431244622848671747,1630070283000.0,2021-08-27 09:18:03,-400,,@govindtrp gif testing  https://t.co/JaNQcM09kZ,en,[],[],1260083890116366336,1260083890116366336,CXI05355215,CXI,5,9,https://twitter.com/CXI05355215/status/1431244622848671747,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNZUhUUAEW_AV.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNZUhUUAEW_AV.jpg,False,0,2,0,,.gif,,,,,,,[],,,,,gif testing,False,2
1559,3577,14587,14587,14587,14587,14587,14587,14753,691,1431267015172530182,1431267015172530182,1630075622000.0,2021-08-27 10:47:02,-400,,"Yall can rest, there was no offer. They let people run with the rumors so that they can offer him there  https://t.co/zREeRYX31H",en,[],[],1181676602,1181676602,_Nokuthaba,Noku,5,10,https://twitter.com/_Nokuthaba/status/1431267015172530182,[],['https://pbs.twimg.com/tweet_video_thumb/E9zhwvNWUAYWGE5.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zhwvNWUAYWGE5.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"Yall can rest, there was no offer. They let people run with the rumors so that they can offer him there",False,21
3131,5149,19700,19700,19700,19700,19700,19700,19923,1834,1431287775664410634,1431287775664410634,1630080572000.0,2021-08-27 12:09:32,-400,,Happy Birthday Av! @avcruz76  https://t.co/aU9ZgdQRgL,en,[],[],961233904727416832,961233904727416832,JustCallMeOmer,Omer but make it Lime #FunaticFury,5,12,https://twitter.com/JustCallMeOmer/status/1431287775664410634,[],['https://pbs.twimg.com/tweet_video_thumb/E9z0o3eWEAYgQOt.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9z0o3eWEAYgQOt.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Happy Birthday Av!,False,3
748,2766,11762,11762,11762,11762,11762,11762,11893,1843,1431231150924591107,1431218820061044745,1630067072000.0,2021-08-27 08:24:32,-400,,@Birde42440127 @LunaCpt what?  https://t.co/A4aw9YLJOC,en,[],[],1342228782715969536,1342228782715969536,TeeTeeDaBeenBe1,TeeTeeDaBeenBeen $UST/$LUNA,5,8,https://twitter.com/TeeTeeDaBeenBe1/status/1431231150924591107,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBJGKVIAgQVYh.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBJGKVIAgQVYh.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Birde42440127', 'name': 'Birde 🦉', 'id': '1261351633478451200'}, {'screen_name': 'LunaCpt', 'name': 'Ⓛuna.Cpt🌖', 'id': '1351065434624303106'}]",,,,,what?,True,1
636,2654,11331,11331,11331,11331,11331,11331,11458,1408,1431231204527800321,1431231204527800321,1630067084000.0,2021-08-27 08:24:44,-400,,"Let's boost JENNIE's brand reputation ranking index points!   [GOAL: 500 REPLIES]  RT &amp; REPLY with:  #JENNIE #제니 블랙핑크 제니 + KEYWORDS!  Search 블랙핑크 제니 on Daum, Naver and Google Korea  https://t.co/rwW3TXpS0Y",en,"['jennie', '제니']",[],1310715424124760064,1310715424124760064,JensettersUnion,Jensetters Union,5,8,https://twitter.com/JensettersUnion/status/1431231204527800321,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBKGSUcAMfVCD.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBKGSUcAMfVCD.jpg,False,2,4,0,,.gif,,,,,,,[],,,,,"Let's boost JENNIE's brand reputation ranking index points! [GOAL: 500 REPLIES] RT &amp; REPLY with: JENNIE 제니 블랙핑크 제니 + KEYWORDS! Search 블랙핑크 제니 on Daum, Naver and Google Korea",False,30
9093,11111,38532,38532,38532,38532,38532,38532,38926,751,1431449881072242689,1431393293968060416,1630119221000.0,2021-08-27 22:53:41,-400,,"@DeathMetalV Real ""rebel scum"" energy from this psycho.  https://t.co/iL83847QXm",en,[],[],3228184920,3228184920,BizzleMcDizzle,From the Desk of Bizzle,5,22,https://twitter.com/BizzleMcDizzle/status/1431449881072242689,[],['https://pbs.twimg.com/tweet_video_thumb/E92IE6sWUAIlvuv.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92IE6sWUAIlvuv.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'DeathMetalV', 'name': '💀DeathMetalViking💀', 'id': '711027816'}]",,,,,"Real ""rebel scum"" energy from this psycho.",True,7
1737,3755,15216,15216,15216,15216,15216,15216,15386,1324,1431266959086297091,1431266959086297091,1630075609000.0,2021-08-27 10:46:49,-400,,also i now Kno where my college is n its lik 30 minutes away so More steps 4 me everyday starting next week me thinks  https://t.co/7lGwGFZDZG,en,[],[],1368738956167294976,1368738956167294976,sputnikcals,ash rawrs kei ໑,5,10,https://twitter.com/sputnikcals/status/1431266959086297091,[],['https://pbs.twimg.com/tweet_video_thumb/E9zhtS9X0AcIpzM.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zhtS9X0AcIpzM.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,also i now Kno where my college is n its lik 30 minutes away so More steps 4 me everyday starting next week me thinks,False,25
2207,4225,16710,16710,16710,16710,16710,16710,16898,822,1431271002936389637,1431271002936389637,1630076573000.0,2021-08-27 11:02:53,-400,,T-GIF share n shill! What gif have you made? I love gifs so share em' if you got em' Made this rabbit hole this morning. #TGIF  https://t.co/lFbLWW5u5p,en,['tgif'],[],14239090,14239090,timtime,tburd.LSDAO,5,11,https://twitter.com/timtime/status/1431271002936389637,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlDtOWYAIp0bO.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlDtOWYAIp0bO.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,T-GIF share n shill! What gif have you made? I love gifs so share em' if you got em' Made this rabbit hole this morning. TGIF,False,26
4465,6483,23999,23999,23999,23999,23999,23999,24261,130,1431338412917895177,1431336241056845838,1630092645000.0,2021-08-27 15:30:45,-400,,@jblachowski Can't come fast enough  https://t.co/WF1RAOkIst,en,[],[],1264782091,1264782091,radfoodgirl,Branislava,5,15,https://twitter.com/radfoodgirl/status/1431338412917895177,[],['https://pbs.twimg.com/tweet_video_thumb/E90ismTXoAUJeNq.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ismTXoAUJeNq.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'jblachowski', 'name': 'Jason Blachowski', 'id': '23396023'}]",,,,,Can't come fast enough,True,4
2008,4026,16046,16046,16046,16046,16046,16046,16225,149,1431271063086780425,1431168355541524486,1630076587000.0,2021-08-27 11:03:07,-400,,@khaniivraz i need dat  https://t.co/6cgQD6znL4,en,[],[],1423453241803567108,1423453241803567108,mthdnlds,walking,5,11,https://twitter.com/mthdnlds/status/1431271063086780425,[],['https://pbs.twimg.com/tweet_video_thumb/E9zlcKgVEAY0703.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zlcKgVEAY0703.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'khaniivraz', 'name': 'khloie : stressed! 📚', 'id': '1388458459079667713'}]",,,,,i need dat,True,3
3447,5465,20707,20707,20707,20707,20707,20707,20939,832,1431307682380713986,1431307682380713986,1630085318000.0,2021-08-27 13:28:38,-400,,$FAMI looks ripe and ready  https://t.co/pjZgUtUO6b,en,[],['fami'],1065064453861855233,1065064453861855233,bbeast_mode,BBeast Mode,5,13,https://twitter.com/bbeast_mode/status/1431307682380713986,[],['https://pbs.twimg.com/tweet_video_thumb/E90Gvz6WUAAkk0G.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90Gvz6WUAAkk0G.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,$FAMI looks ripe and ready,False,5
749,2767,11763,11763,11763,11763,11763,11763,11894,1844,1431231150899535872,1431226159388368897,1630067072000.0,2021-08-27 08:24:32,-400,,@BBC6MusicBot 🖤😎👊🏾💥 #NWA CLASSIC!  https://t.co/Nd7ocWrJc5,en,['nwa'],[],746942898,746942898,RealSlimShobi,MissyShobes💙...💜⚡🏳️‍🌈,5,8,https://twitter.com/RealSlimShobi/status/1431231150899535872,[],['https://pbs.twimg.com/tweet_video_thumb/E9zBJBRXEAQQLSR.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zBJBRXEAQQLSR.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'BBC6MusicBot', 'name': 'BBC 6 Music Bot', 'id': '1577984058'}]",,,,,🖤😎👊🏾💥 NWA CLASSIC!,True,3
5723,7741,27838,27838,27838,27838,27838,27838,28137,1994,1431354787732230145,1431040166907551745,1630096549000.0,2021-08-27 16:35:49,-400,,@Avoid_Inumaki @EnigmaHiya I’m 21 I follow back! :&gt;  https://t.co/C2ZNgAgP5s,en,[],[],1424586408837058568,1424586408837058568,peanuttbuttrs,Aub,5,16,https://twitter.com/peanuttbuttrs/status/1431354787732230145,[],['https://pbs.twimg.com/tweet_video_thumb/E90xl0vVIAE9B1f.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90xl0vVIAE9B1f.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Avoid_Inumaki', 'name': '𝕴𝖓𝖚𝖒𝖆𝖐𝖎', 'id': '1389803065054797827'}, {'screen_name': 'EnigmaHiya', 'name': '♡ Hiya ♡', 'id': '1261302547945385984'}]",,,,, Inumaki I’m 21 I follow back! :&gt;,True,7
868,2886,12224,12224,12224,12224,12224,12224,12360,303,1431244670080884739,1431203458590326784,1630070295000.0,2021-08-27 09:18:15,-400,,@YooNeverNo But Ive done all 7 days.... 🙃😂  https://t.co/KeOyGc8wZb,en,[],[],1083464191246299137,1083464191246299137,ghostof_danku,Dan,5,9,https://twitter.com/ghostof_danku/status/1431244670080884739,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNcFoWYAUic44.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNcFoWYAUic44.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'YooNeverNo', 'name': '👁👁 justmelooking', 'id': '806245343297945601'}]",,,,,But Ive done all 7 days.... 🙃😂,True,7
7621,9639,33901,33901,33901,33901,33901,33901,34247,86,1431416792497405953,1431407833111695361,1630111332000.0,2021-08-27 20:42:12,-400,,@eclecticbrotha @Ms_MMMJ @PortiaMcGonagal Steve Harvey!?  https://t.co/9SEzFjc2NL,en,[],[],1182411098722623491,1182411098722623491,MinisterX2,@MinisterX,5,20,https://twitter.com/MinisterX2/status/1431416792497405953,[],['https://pbs.twimg.com/tweet_video_thumb/E91p-5LWQAUw5Ds.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91p-5LWQAUw5Ds.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'eclecticbrotha', 'name': 'Ragnarok Lobster', 'id': '300642262'}, {'screen_name': 'Ms_MMMJ', 'name': '⚖️ 💛🐝The Most Passionate Twist🇱🇨🇺🇸', 'id': '558773626'}, {'screen_name': 'PortiaMcGonagal', 'name': 'Portia J&J💉 McGonagal', 'id': '242957292'}]",,,,, MMMJ Steve Harvey!?,True,3
4915,6933,25385,25385,25385,25385,25385,25385,25661,1530,1431338263223181313,1431338263223181313,1630092609000.0,2021-08-27 15:30:09,-400,,It has just occurred to me that the people at Marvel know what true patriotism and freedom are a lot better than the people that actually run the country. Kevin Feige should just become president.  https://t.co/EvwyLJrLN8,en,[],[],502475383,502475383,HannahGraceTea,Hannah Crum,5,15,https://twitter.com/HannahGraceTea/status/1431338263223181313,[],['https://pbs.twimg.com/tweet_video_thumb/E90ijsgWEAA2UxV.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90ijsgWEAA2UxV.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,It has just occurred to me that the people at Marvel know what true patriotism and freedom are a lot better than the people that actually run the country. Kevin Feige should just become president.,False,35
3952,5970,22396,22396,22396,22396,22396,22396,22641,523,1431319518241034243,1431318726851313667,1630088140000.0,2021-08-27 14:15:40,-400,,@nashequiIibrium omg hi  https://t.co/w0F5oQIdeX,en,[],[],1425564592319651849,1425564592319651849,taem1nsbimbo,bengee by snsd,5,14,https://twitter.com/taem1nsbimbo/status/1431319518241034243,[],['https://pbs.twimg.com/tweet_video_thumb/E90Rg0OXsA8Q-1H.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E90Rg0OXsA8Q-1H.jpg,False,0,1,0,,.gif,,,,,,,"[{'screen_name': 'nashequiIibrium', 'name': 'ًcharm', 'id': '1022650779553869824'}]",,,,,omg hi,True,2
1373,3391,13983,13983,13983,13983,13983,13983,14139,77,1431267073682931713,1431206845713158144,1630075636000.0,2021-08-27 10:47:16,-400,,@stayingcalm11 Andha boy is the infection 😂😂😛😘😘❤❤  https://t.co/uJNpchvy5H,en,[],[],1360925848287633409,1360925848287633409,AdvanceHBDBala,B@l@ji Murug@d♡ss💛,5,10,https://twitter.com/AdvanceHBDBala/status/1431267073682931713,[],['https://pbs.twimg.com/tweet_video_thumb/E9zhz_eUUAM_KM4.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zhz_eUUAM_KM4.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'stayingcalm11', 'name': 'coco rilley 🦄', 'id': '1351918235625660417'}]",,,,,Andha boy is the infection 😂😂😛😘😘❤❤,True,6
1425,3443,14146,14146,14146,14146,14146,14146,14305,243,1431267054657605646,1431267054657605646,1630075632000.0,2021-08-27 10:47:12,-400,,this is a thread on youtube videos i’m watching. no one asked for this but i’m doing it anyway  https://t.co/FsIAjIPXna,en,[],[],1414362215470321666,1414362215470321666,readyAlMEEfire,indie movie love interest 😈🧍‍♀️,5,10,https://twitter.com/readyAlMEEfire/status/1431267054657605646,[],['https://pbs.twimg.com/tweet_video_thumb/E9zhzFaXoAY4srK.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zhzFaXoAY4srK.jpg,False,0,1,0,,.gif,,,,,,,[],,,,,this is a thread on youtube videos i’m watching. no one asked for this but i’m doing it anyway,False,19
1406,3424,14093,14093,14093,14093,14093,14093,14252,190,1431267059501989891,1431267059501989891,1630075633000.0,2021-08-27 10:47:13,-400,,Pink layouts hello there!!!!!!!  https://t.co/hJZJbi4gH4,en,[],[],997787252645249024,997787252645249024,blueNgrey_74,🌻moonchild : #Gaho_Ride,5,10,https://twitter.com/blueNgrey_74/status/1431267059501989891,[],['https://pbs.twimg.com/tweet_video_thumb/E9zhzEdVQAorGFU.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zhzEdVQAorGFU.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Pink layouts hello there!!!!!!!,False,4
7817,9835,34472,34472,34472,34472,34472,34472,34823,662,1431416714307285013,1431350636868771841,1630111313000.0,2021-08-27 20:41:53,-400,,@yourswithluv HERE  https://t.co/Q8ljFDSYsv,en,[],[],1407605536896348161,1407605536896348161,namseokiiee,nad D-4,5,20,https://twitter.com/namseokiiee/status/1431416714307285013,[],['https://pbs.twimg.com/tweet_video_thumb/E91p6TDUYAAgP25.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E91p6TDUYAAgP25.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'yourswithluv', 'name': 'lana⁷', 'id': '1306322636981571585'}]",,,,,HERE,True,1
876,2894,12248,12248,12248,12248,12248,12248,12384,327,1431244666876436490,1431238892909383682,1630070294000.0,2021-08-27 09:18:14,-400,,@gf2yoongi cries he loves both of us ok  https://t.co/4YoV49JM5E,en,[],[],1430531599657947136,1430531599657947136,s00bk4i,kio,5,9,https://twitter.com/s00bk4i/status/1431244666876436490,[],['https://pbs.twimg.com/tweet_video_thumb/E9zNbtzX0AMYqMS.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9zNbtzX0AMYqMS.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'gf2yoongi', 'name': 'jay', 'id': '1395790997389549571'}]",,,,,cries he loves both of us ok,True,7
10958,12976,44516,44516,44516,44516,44516,44516,44968,764,1431481711947354115,1431481711947354115,1630126810000.0,2021-08-28 01:00:10,-400,,Wow I fumbled 🤧🤧 I didn’t spill the initial offer but I should’ve said 18   anyways….  #CountYourBlessings  https://t.co/8oDWGTEh1r,en,['countyourblessings'],[],253802641,253802641,ForeignMrLauren,Ari 🇿🇦,6,1,https://twitter.com/ForeignMrLauren/status/1431481711947354115,[],['https://pbs.twimg.com/tweet_video_thumb/E92lBt0WQAAk__9.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E92lBt0WQAAk__9.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,Wow I fumbled 🤧🤧 I didn’t spill the initial offer but I should’ve said 18 anyways…. CountYourBlessings,False,17
11584,13602,46432,46432,46432,46432,46432,46432,46903,685,1431499279701524481,1431497738299092992,1630130998000.0,2021-08-28 02:09:58,-400,,@GavinOlivarez20 Lmfaooo Yktv !  https://t.co/Fe50KixCPz,en,[],[],2727897665,2727897665,Mrworldshoe,Mr_WorldShoe 🌎🦈,6,2,https://twitter.com/Mrworldshoe/status/1431499279701524481,[],['https://pbs.twimg.com/tweet_video_thumb/E921AW5XEAIhQLA.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E921AW5XEAIhQLA.jpg,False,1,0,0,,.gif,,,,,,,"[{'screen_name': 'GavinOlivarez20', 'name': 'Gavin', 'id': '703046925725990913'}]",,,,,Lmfaooo Yktv !,True,3
8355,10373,36082,36082,36082,36082,36082,36082,36451,276,1431435107282345986,1431386194382925830,1630115699000.0,2021-08-27 21:54:59,-400,,@_ADWills You know the drill  https://t.co/0cU2wSWv6p,en,[],[],212771064,212771064,steinthethird,J. Paul Stein,5,21,https://twitter.com/steinthethird/status/1431435107282345986,[],['https://pbs.twimg.com/tweet_video_thumb/E916o-zWEAA3iCH.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E916o-zWEAA3iCH.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': '_ADWills', 'name': 'A.D.🍀🦩', 'id': '1243984511844659202'}]",,,,,You know the drill,True,4
